50.3517896,123.6495128
50.45255418,123.5986666
51.50553258,124.9399658
42.20666562,107.2815025
49.27482836,121.4525277
56.55078855,134.6298668
52.48216726,129.7236145
44.89864176,112.9609078
54.65476358,132.4543008
58.89295514,141.6328837
50.55067454,125.0597947
59.66646465,143.1044854
53.69697921,130.5292128
49.95601359,122.1277307
46.28958975,115.9963129
39.43666433,100.6770527
38.3942892,99.28664503
51.38637471,127.6244957
46.61693519,115.618257
44.96374067,113.6807404
46.25737425,115.7281136
